A1A6H3	6ILR;6ILS;6ILT;	RBSK At1g17160 F20D23.14 Ribokinase, AtRBSK, RK, EC 2.7.1.15
P61839	5MDX;7OUI;	psbT ycf8 AtCg00690 Photosystem II reaction center protein T, PSII-T
P62109	5MDX;7OUI;	psbM AtCg00220 Photosystem II reaction center protein M, PSII-M
P93311	6XYW;	RPL2 AtMg00560 60S ribosomal protein L2, mitochondrial
Q1ECR9	6NU4;	RALFL8 At1g61563 T25B24 Protein RALF-like 8
Q2V4I8	2MZ0;	At1g35537 F15O4 Defensin-like protein 32
Q39195	7OUI;	PSBT At3g21055 MSA6.9 Photosystem II 5 kDa protein, chloroplastic, PSII-T (Nuclear encoded psbT) (PsbTn)
Q56W16	6XYW;	At1g52370 F19K6.5 F19K6_5 50S ribosomal protein L22, chloroplastic
Q56XB0	7JN6;	At3g05727 F18C1 Defensin-like protein 204
Q6GKU7	6XYW;	At1g64880 F13O11.18 F13O11_18 At1g64880 (Ribosomal protein S5 family protein)
Q6NNI8	1WFP;	SAP1 At1g12440 F5O11.17 Zinc finger A20 and AN1 domain-containing stress-associated protein 1, AtSAP1
Q6NQ79	6LQE;6LQF;	ARID4 At3g43240 F7K15.90 AT-rich interactive domain-containing protein 4, ARID domain-containing protein 4
Q7XA68	6XYW;	At3g01790 F28J7.12 F28J7_12 At1g01640 (Ribosomal protein L13 family protein) (Uncharacterized protein At3g01790)
Q84W12	7A23;7A24;7AQQ;7AR8;7ARB;	At4g16450 Dl4250W FCAALL.388 At4g16450 (NADH-ubiquinone oxidoreductase) (Uncharacterized protein At4g16450)
Q8L908	6XYW;	MCO15.9 MCO15_9 At5g55140 At5g55140 (Ribosomal protein L30 family protein)
Q8L9J9	2APJ;	At4g34215 F10M10.12 F28A23_20 Probable carbohydrate esterase At4g34215, EC 3.1.-.-
Q8LCN1	6XYW;	At1g16740 F19K19.15 50S ribosomal protein L20
Q8LDK3	7A23;7AQW;7AR8;7ARB;	At1g76200 T23E18.30 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2
Q8LDU1	6M09;6M0A;	At3g03890 F20H23.6 F20H23_6 AT3G03890 protein (FMN binding protein)
Q8LFA9	7CV6;7CV7;7CV8;7CV9;7CVA;7DPE;	At1g19340 F18O14.6 Methyltransferase-like protein 2, EC 2.1.1.-
Q8RXN4	6XYW;	At4g31810 F11C18.10 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial, EC 3.1.2.-
Q8RXT5	7CCE;	At4g11560 F25E4.180 F25E4_180 Bromo-adjacent homology (BAH) domain-containing protein (Uncharacterized protein At4g11560)
Q8VY61	6XYW;	At2g20060 T2G17.14 T2G17_14 50S ribosomal protein L4 (Ribosomal protein L4/L1 family)
Q8VZT9	7AQW;7AR8;7ARB;	At4g00585 Transmembrane protein (Uncharacterized protein At4g00585)
Q94EG6	1XQ6;1YBM;2Q46;2Q4B;	At5g02240 T7H20_290 Uncharacterized protein At5g02240
Q95747	6XYW;	RPL16 AtMg00080 60S ribosomal protein L16, mitochondrial
Q95749	6XYW;	RPS3 AtMg00090 Ribosomal protein S3, mitochondrial
Q9C8S6	1WFJ;	PP16-2 At1g63220 F9N12.16 16 kDa phloem protein 2, AtPP16-2, Phloem protein 16-2
Q9FGG5	6LBA;	MUF8.1 MUF8_1 At5g41730 Protein kinase family protein (Similarity to unknown protein)
Q9FGK0	7AQW;7AR8;7ARB;	At5g47570 MNJ7.16 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial
Q9FIJ2	7A23;7A24;7AQR;7AR8;7ARB;	At5g47890 MCA23_23 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
Q9FKZ4	6XYW;	MUD21.12 MUD21_12 At5g66860 At5g66860/MUD21.12 Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein (Uncharacterized protein At5g66860; MUD21.12)
Q9FLF3	6XYW;	MUB3.19 MUB3_19 At5g64670 Ribosomal protein L18e/L15 superfamily protein (Uncharacterized protein At5g64670)
Q9FLY6	6G7G;	SPH15 At5g39493 MUL8.19 S-protein homolog 15
Q9FT92	1V32;1WH2;	At5g08430 F8L15_160 Uncharacterized protein At5g08430
Q9FX77	1YEL;	At1g16640 F19K19.7 B3 domain-containing protein At1g16640
Q9FYF8	7A23;	At1g67350 F1N21.17 At1g67350 (F1N21.17) (NADH-ubiquinone oxidoreductase)
Q9GCB9	6XYW;	RPS2 At3g03600 T12J13.12 Ribosomal protein S2, mitochondrial
Q9LHI0	7A23;7A24;7AQR;7AR8;7ARB;	At3g12260 F28J15.12 MQC3.9 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
Q9LIG0	1Y0Z;2Q4A;	At3g21360 MHC9_4 Clavaminate synthase-like protein At3g21360, EC 1.-.-.-
Q9LM78	6YET;6YEU;6YIG;	At1g20760 F2D10.25 F2D10_25 Calcium-binding EF hand family protein (F2D10.25) (Uncharacterized protein At1g20760)
Q9LML3	6XYW;	At1g07210 F10K1.8 F10K1_8 F10K1.8 protein (Ribosomal protein S18) (Uncharacterized protein At1g07210)
Q9LMQ3	6XYW;	At1g15810 F7H2.15 F7H2_15 30S ribosomal protein S15, chloroplastic
Q9LSA1	6XYW;	At3g18760 At3g18760/MVE11_12 Translation elongation factor EF1B/ribosomal protein S6 family protein (Uncharacterized protein At3g18760) (Uncharacterized protein At3g18760/MVE11_12)
Q9LVU5	6XYW;	MNB8.13 MNB8_13 At5g53070 50S ribosomal protein L9, chloroplastic (CL9)
Q9LYC2	1WF9;	At3g63000 T20O10.100 NPL4-like protein 1
Q9LZX1	1ZXU;2Q4M;	At5g01750 T20L15.20 Protein LURP-one-related 15
Q9MBH1	2JQV;	AIG2C At3g28950 K5K13.6 Protein AIG2 C, EC 2.3.2.- (Avirulence-induced gene 2 protein C) (Putative gamma-glutamylcyclotransferase)
Q9SIQ8	7A23;	At2g31490 T28P16.2 T28P16_2 AT2G31490 protein (At2g31490) (Expressed protein) (Neuronal acetylcholine receptor subunit alpha-5) (Uncharacterized protein At2g31490)
Q9SJM6	1WFH;	SAP4 At2g36320 F2H17.7 Zinc finger A20 and AN1 domain-containing stress-associated protein 4, AtSAP4
Q9SJU8	6XYW;	At2g21290 F3K23.5 30S ribosomal protein S31, mitochondrial
Q9SKI3	5MDX;	PSBX photosystem II subunit X PSII-X At2g06520 At2g06520/T12H3.7 T12H3.7 T12H3_7 Expressed protein (Photosystem II subunit X) (Putative PSII-X protein) (Uncharacterized protein At2g06520; T12H3.7)
Q9SQZ9	1XOY;	At3g04780 F7O18.27 T9J14.27 PITH domain-containing protein At3g04780
Q9SRP5	1TIZ;	CML34 At3g03410 T21P5.17 Probable calcium-binding protein CML34 (Calmodulin-like protein 2) (Calmodulin-like protein 34)
Q9SSK9	2I9Y;	MLP28 At1g70830 F15H11.8 MLP-like protein 28
Q9SV23	6XYW;	At4g31460 F3L17.30 F3L17_30 AT4g31460/F3L17_30 (Ribosomal L28 family) (Uncharacterized protein AT4g31460) (Uncharacterized protein F3L17.30)
Q9SZ69	1WG2;	SAP7 At4g12040 F16J13.110 Zinc finger A20 and AN1 domain-containing stress-associated protein 7, AtSAP7
Q9SZ83	1YDW;2Q4E;	At4g09670 F17A8.20 Uncharacterized oxidoreductase At4g09670, EC 1.-.-.-
Q9XI75	6KWA;6KWB;	At1g14130 At1g14130/F7A19_21 F7A19.21 F7A19_21 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (F7A19.21 protein) (Putative dioxygenase)
Q9XIA6	6XYW;	emb1129 embryo defective 1129 At1g49400 At1g49400/F13F21_17 F13F21.17 F13F21_17 30S ribosomal protein S17, chloroplastic
Q9ZSN5	7CRB;7CRC;7DFV;	 ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase, EC 3.2.2.6
A0A178VZI4	7AQW;7AR8;7ARB;	At2g31490 AXX17_At2g27740 AN1_LOCUS9569 AT9943_LOCUS8200 (thale cress) hypothetical protein
A0A178W1I8	7AQQ;7AQW;7AR8;7ARB;	AXX17_At1g61270 AN1_LOCUS5745 AT9943_LOCUS4854 C24_LOCUS5635 (thale cress) hypothetical protein
A0A2P2CLH2	7AQR;7AR8;7ARB;	nad7 NADH dehydrogenase subunit 7
A0A2P2CLH7	7AQQ;7AR8;7ARB;	nad4L NADH dehydrogenase subunit 4L
A0A384LA38	7AQQ;7AR8;7ARB;	AXX17_At3g07450 AN1_LOCUS12082 AT9943_LOCUS10385 C24_LOCUS11915 (thale cress) hypothetical protein
F4HPB7	6XYW;	At1g26750 T24P13.13 T24P13_13 Uncharacterized protein
F4ITP6	2N4F;	At2g32350 T32F6.13 T32F6_13 Ubiquitin-like superfamily protein
F4J1U2	5YVF;	At3g29185 Glutamate NMDA receptor subunit epsilon-1, putative (DUF3598)
F4J9E4	6XYW;	At3g59650 Mitochondrial ribosomal protein L51/S25/CI-B8 family protein
F4JCI2	6XYW;	At3g26360 Ribosomal protein S21 family protein
F4K0X5	6L0V;6L0W;	At5g12350 Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein
O23305	1UHT;	At4g14490 dl3285c FHA domain-containing protein At4g14490
O48691	6XYW;	At1g24240 F3I6.17 F3I6_17 At1g24240/F3I6_17 (F3I6.17 protein) (Ribosomal protein L19 family protein) (Uncharacterized protein F3I6.17)
O49453	1WJJ;	At4g28440 F20O9.120 Uncharacterized protein At4g28440
O64818	1WVK;	At2g23090 F21P24.15 Uncharacterized protein At2g23090
O65448	6XYW;	At4g22000 At4g22000/F1N20.100 F1N20.100 F1N20_100 At4g22000 (Tyrosine sulfotransferase-like protein) (Uncharacterized protein AT4g22000) (Uncharacterized protein At4g22000; F1N20.100)
P0C0B0	1VJH;2Q3Q;	At1g24000 T23E23.17 Uncharacterized protein At1g24000
Q1G3G5	6XYW;	At5g55125 Ribosomal protein L31
Q1G3Z3	6XYW;	At1g47278 CX9C domain-containing protein
Q1JPP0	6XYW;	At4g15640 Dl3860c FCAALL.350 Adenylyl cyclase (At4g15640)
Q6IDB8	6XYW;	At5g26800 F2P16.4 F2P16_4 At5g26800 (Xaa-pro aminopeptidase P)
Q6NLS5	6TGX;6TH0;	At5g16800 F5E19.140 F5E19_140 Histone acetyltransferase, EC 2.3.1.48
Q8GXH5	6XYW;	At5g44710 At5g44710/K23L20_5 K23L20.5 K23L20_5 37S ribosomal protein S27 (Uncharacterized protein At5g44710) (Uncharacterized protein At5g44710/K23L20_5)
Q8L3S7	7A23;	At3g57785 ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein (Expressed protein)
Q8L7U3	6XYW;	DECOY At1g14620 T5E21.12 T5E21_12 At1g14620/T5E21_15 (Decoy)
Q8LAA7	6XYW;	At5g45590 At5g45590/K2N11_6 K2N11.6 K2N11_6 Ribosomal protein L35 (Uncharacterized protein At5g45590) (Uncharacterized protein At5g45590/K2N11_6)
Q8LBP6	7C2B;7C3F;	FTRA2 ferredoxin At5g08410 At5g08410/F8L15_140 F8L15.14 At5g08410 (Ferredoxin/thioredoxin reductase subunit A (Variable subunit) 2) (Putative lipoic acid synthase)
Q8LD39	6XYW;	At5g09770 F17I14.40 F17I14_40 At5g09770 (Ribosomal protein L17 family protein) (Ribsomal protein-like)
Q8LDK5	6XYW;	At5g27820 T1G16.150 T1G16_150 At5g27820 (Ribosomal L18p/L5e family protein)
Q8VZU4	6XYW;	At2g44065 Expressed protein (Ribosomal protein L2 family) (Uncharacterized protein At2g44065)
Q8W464	6XYW;	At5g20180 F5O24.70 F5O24_70 Ribosomal protein
Q8W4K2	6XYW;	F6I1.13 At1g16870 F17F16.14 Mitochondrial 28S ribosomal protein S29-like protein (Uncharacterized protein F6I1.13)
Q940G3	6XYW;	MIJ24.9 MIJ24_9 At5g39600 39S ribosomal protein (Uncharacterized protein MIJ24.9)
Q944L5	6XYW;	At1g26740 T24P13.27 At1g26740/T24P13_11 (Ribosomal L32p protein family)
Q945P2	6XYW;	At5g49210 K21P3.8 K21P3_8 AT5g49210/K21P3_8 (Stress response NST1-like protein)
Q94AL6	7A23;7A24;7AQQ;7AR8;7ARB;	At4g20150 F1C12.70 F1C12_70 Excitatory amino acid transporter (Uncharacterized protein At4g20150)
Q94C10	5GKM;	 AT5g51070/K3K7_27
Q94F28	6XYW;	At1g27435 At1g27435/F17L21.30 Uncharacterized protein At1g27435/F17L21.30
Q94JQ7	6XYW;	At1g07830 F24B9.7 F24B9_7 At1g07830/F24B9_7 (Ribosomal protein L29 family protein)
Q9C810	1WEE;	At1g33420 F10C21.9 PHD finger protein At1g33420
Q9C9B5	6XYW;	At1g73940 F2P9.19 F2P9_19 At1g73940/F2P9_19 (Tumor necrosis factor receptor family protein) (Uncharacterized protein F2P9.19)
Q9FHC3	6XYW;	At5g52370 K24M7.11 K24M7_11 28S ribosomal S34 protein (Uncharacterized protein At5g52370)
Q9LHH1	6XYW;	T2E22.37 At3g12370 At3g12370/T2E22_132 50S ribosomal protein L10 (50S ribosomal protein L10, putative) (50S ribosomal protein L10, putative; 89815-90330) (At3g12370) (Ribosomal protein L10 family protein) (Uncharacterized protein At3g12370/T2E22_132)
Q9LJQ6	6XYW;	At3g18240 At3g18240/MIE15_3 AT3G18240 protein (AT3g18240) (Ribosomal protein S24/S35) (Uncharacterized protein At3g18240)
Q9LMN2	6KA4;	F22L4.1 At1g01453 F22L4.1 protein
Q9LT09	6XYW;	At5g23535 50S ribosomal protein L24 (At5g23535) (KOW domain-containing protein)
Q9LUJ9	6XYW;	MUD12.5 MUD12_5 At5g40080 At5g40080 (Mitochondrial ribosomal protein L27)
Q9LV66	1XY7;2Q48;	At5g48480 MJE7.12 Uncharacterized protein At5g48480
Q9M015	1YDU;	At5g01610 F7A7.130 Uncharacterized protein At5g01610
Q9M0V5	6XYW;	At4g05400 C6L9.80 C6L9_80 At4g05400 (Copper ion binding protein) (Uncharacterized protein At4g05400)
Q9M0W8	2KK8;	At4g05270 C17L7.190 C17L7_190 Ubiquitin-like superfamily protein (Uncharacterized protein AT4g05270)
Q9SD44	6XYW;	F24M12.50 At3g51010 At3g51010 (Protein translocase subunit) (Uncharacterized protein F24M12.50)
Q9SD78	7A23;7A24;7AQR;7AR8;7ARB;	F13G24.260 At5g08060 At5g08060/F13G24_260 T22D6.4 Furry (Uncharacterized protein At5g08060) (Uncharacterized protein At5g08060/F13G24_260) (Uncharacterized protein F13G24.260)
Q9SKY5	7EF6;7EF7;	At2g32150 At2g32150/F22D22.10 F22D22.10 F22D22_10 At2g32150/F22D22.10 (Haloacid dehalogenase-like hydrolase (HAD) superfamily protein) (Putative hydrolase)
Q9SLC8	7AQW;7AR8;7ARB;	MHK10.3 MHK10_3 At2g42310 ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein (Uncharacterized protein At2g42310)
Q9SMR5	6XYW;	At4g39880 T5J17.50 T5J17_50 At4g39880 (Ribosomal protein L23/L15e family protein) (Uncharacterized protein At4g39880) (Uncharacterized protein T5J17.50)
Q9SMX4	6XYW;	rps14 RPS14 At2g34520 T31E10.14 T31E10_14 At2g34520 (Mitochondrial ribosomal protein S14) (Ribosomal protein S14)
Q9SQT5	6XYW;	At3g06320 At5g18790 F17K4.40 F24P17.22 F24P17_22 At3g06320 (At5g18790) (Putative 50S ribosomal protein L33) (Ribosomal protein L33 family protein) (Ribosomal protein L33-like)
Q9SVW7	6XYW;	MRPL11 At4g35490 F15J1.60 F15J1_60 At4g35490 (Mitochondrial ribosomal protein L11) (Ribosomal protein L11 homolog) (Ribosomal protein L11-like protein)
Q9ZPX2	6XYW;	At2g18400 At2g18400/T30D6.9 T30D6.9 T30D6_9 Putative ribosomal protein L6 (Ribosomal protein L6 family protein)
Q9ZPY5	7A23;7A24;7AQQ;7AR8;7ARB;	At2g46540 F13A10.7 F13A10_7 At2g46540/F11C10.23 (Expressed protein) (F11C10.23/F11C10.23) (Fiber)
Q9ZV63	2KAN;	 Uncharacterized protein At2g32350
Q9ZVX0	6XYW;	At2g16930 F12A24.11 F12A24_11 50S ribosomal protein L27 (At2g16930) (Putative 50S ribosomal protein L27) (Ribosomal protein L27 family protein)
